home_elo,away_elo,elo_diff,home_form,away_form,form_diff,home_advantage,is_neutral,target,date,home_team,away_team,weight
1756.3191923519248,1788.1793615671834,-31.860169215258566,0.7,0.9,-0.20000000000000007,0,1,0,2018-06-03,Croatia,Brazil,0.2
1438.412663552297,1436.989626633196,1.4230369191011505,0.4,0.9,-0.5,0,1,1,2018-06-03,Zimbabwe,Botswana,1.0
1354.508390272277,1387.1088318541601,-32.60044158188316,0.6,0.2,0.39999999999999997,1,0,1,2018-06-03,Barbados,Belize,0.2
1135.740735960924,1585.3745718447815,-449.6338358838575,0.2,0.6,-0.39999999999999997,0,1,1,2018-06-03,Andorra,Cape Verde,0.2
1696.0946776530416,1476.0934528606188,220.00122479242282,0.2,0.4,-0.2,1,0,2,2018-06-03,Costa Rica,Northern Ireland,0.2
1756.6516359214656,1801.6504047267338,-44.99876880526813,0.4,0.7,-0.29999999999999993,1,0,1,2018-06-04,Italy,Netherlands,0.2
1629.1645093236398,1550.7495753989967,78.41493392464304,0.7,0.5,0.19999999999999996,0,1,0,2018-06-04,Serbia,Chile,0.2
1398.3867196950887,1262.526543508982,135.86017618610663,0.6,0.1,0.5,0,1,1,2018-06-04,Armenia,Moldova,0.2
1397.989689860559,1493.2229820236564,-95.2332921630973,0.7,0.5,0.19999999999999996,1,0,2,2018-06-04,India,Kenya,1.0
1572.0647487308736,1776.5466222176317,-204.4818734867581,0.7,0.9,-0.20000000000000007,0,1,0,2018-06-04,Slovakia,Morocco,0.2
1514.7532659429828,1486.8344937539364,27.91877218904642,0.6,0.6,0.0,0,1,0,2018-06-05,Western Armenia,Székely Land,1.0
1356.7385636056836,1437.03058469912,-80.29202109343646,0.3,0.8,-0.5,0,1,0,2018-06-05,Eswatini,Botswana,1.0
1530.9110911705422,1522.7552442414817,8.155846929060544,0.8,0.6666666666666666,0.13333333333333341,0,1,2,2018-06-05,Kárpátalja,Cascadia,1.0
1570.3342622627833,1494.261064972769,76.07319729001438,0.8,0.5,0.30000000000000004,0,1,2,2018-06-05,Padania,Panjab,1.0
1489.1304932164926,1546.4292732123947,-57.29877999590212,0.4,0.7,-0.29999999999999993,1,0,0,2018-06-05,Barawa,Northern Cyprus,1.0
1497.4397597158775,1433.1549048895783,64.28485482629912,0.6,0.2,0.39999999999999997,0,1,2,2018-06-05,United Koreans in Japan,Tuvalu,1.0
1516.59002983589,1489.6306002400693,26.959429595820666,0.3,0.4,-0.10000000000000003,0,1,2,2018-06-05,Abkhazia,Tamil Eelam,1.0
1498.209138961855,1484.4931246039241,13.716014357930817,0.3333333333333333,0.16666666666666666,0.16666666666666666,0,1,1,2018-06-05,Matabeleland,Kabylia,1.0
1611.9175951731963,1465.6643859988021,146.25320917439421,0.4,0.7,-0.29999999999999993,1,0,2,2018-06-05,South Africa,Namibia,1.0
1292.1498604327342,1323.0741968195969,-30.924336386862706,0.3,0.3,0.0,1,0,1,2018-06-05,Lithuania,Latvia,1.0
1527.4890428564634,1476.2624769444494,51.22656591201394,0.3,0.4,-0.10000000000000003,1,0,2,2018-06-05,Martinique,French Guiana,0.2
1385.1233656826648,1316.9574812293104,68.16588445335447,0.3,0.4,-0.10000000000000003,1,0,2,2018-06-05,Kazakhstan,Azerbaijan,0.2
1314.0767668446879,1488.2764925514243,-174.19972570673644,0.6,0.9,-0.30000000000000004,1,0,2,2018-06-05,Luxembourg,Georgia,0.2
1566.3478569568963,1507.346993761122,59.0008631957744,0.8,0.8,0.0,1,0,2,2018-06-05,Romania,Finland,0.2
1673.5366785290819,1703.6655356546455,-30.128857125563627,0.1,0.6,-0.5,1,0,1,2018-06-05,Russia,Turkey,0.2
1209.0431531003376,1677.214790150954,-468.1716370506165,0.8,0.1,0.7000000000000001,0,1,0,2018-06-05,Taiwan,New Zealand,1.0
1429.5605379044885,1438.371705486373,-8.811167581884547,0.4,0.3,0.10000000000000003,0,1,1,2018-06-06,Lesotho,Zimbabwe,1.0
1525.0425114483417,1486.0157297137857,39.026781734555925,0.3,0.6,-0.3,0,1,2,2018-06-06,Zambia,Madagascar,1.0
1387.9062602532724,1615.9218611864412,-228.0156009331688,0.5,0.4,0.09999999999999998,1,0,1,2018-06-06,Belarus,Hungary,0.2
1767.7771678381914,1710.3921970340518,57.384970804139584,0.8,0.3,0.5,1,0,2,2018-06-06,Belgium,Egypt,0.2
1667.7851185860509,1690.8242330976543,-23.03911451160343,0.6,0.4,0.19999999999999996,1,0,2,2018-06-06,Norway,Panama,0.2
1615.1027751235683,1684.2574864429796,-69.15471131941126,0.6,0.5,0.09999999999999998,0,1,2,2018-06-06,Czech Republic,Nigeria,0.2
1443.7152764978384,1484.88769827143,-41.17242177359162,0.2,0.25,-0.04999999999999999,0,1,0,2018-06-07,Tibet,Kabylia,1.0
1540.6763901349861,1497.6363354713535,43.040054663632645,0.8,0.8,0.0,0,1,2,2018-06-07,Kárpátalja,Székely Land,1.0
1554.794872608547,1578.1790319623392,-23.384159353792256,0.7,0.9,-0.20000000000000007,0,1,2,2018-06-07,Northern Cyprus,Padania,1.0
1512.9899452770378,1503.9514242255657,9.038521051472117,0.5,0.5,0.0,0,1,2,2018-06-07,Cascadia,Western Armenia,1.0
1480.7648938203404,1486.416295273213,-5.651401452872733,0.4,0.3,0.10000000000000003,1,0,0,2018-06-07,Barawa,Panjab,1.0
1525.8156286916198,1505.6103222218346,20.205306469785228,0.5,0.7,-0.19999999999999996,0,1,2,2018-06-07,Abkhazia,United Koreans in Japan,1.0
1480.4050013843394,1424.9843423836212,55.42065900071816,0.2,0.2,0.0,0,1,2,2018-06-07,Tamil Eelam,Tuvalu,1.0
1842.3105521525094,1696.9741543996818,145.33639775282768,0.7,0.4,0.29999999999999993,1,0,2,2018-06-07,England,Costa Rica,0.2
1525.6582350393212,1474.555242343266,51.10299269605525,0.3,0.3,0.0,0,1,0,2018-06-07,Guadeloupe,French Guiana,0.2
1710.8307177938232,1749.3165944952905,-38.485876701467305,0.7,0.2,0.49999999999999994,1,0,2,2018-06-07,Uruguay,Uzbekistan,0.2
1802.989263096114,1688.7592835569324,114.22997953918161,0.5,0.4,0.09999999999999998,1,0,2,2018-06-07,Portugal,Algeria,0.2
1410.6640794103812,1678.4801560406522,-267.816076630271,0.7,0.3,0.39999999999999997,1,0,0,2018-06-07,India,New Zealand,1.0
1484.8918680500747,1648.9739035669872,-164.08203551691258,0.4,0.8,-0.4,1,0,1,2018-06-07,Iceland,Ghana,0.2
1787.0955209890426,1507.8356030897044,279.25991789933823,0.4,0.2,0.2,0,1,1,2018-06-07,South Korea,Bolivia,0.2
1477.1343101380446,1429.814089337934,47.32022080011052,0.6,0.4,0.19999999999999996,0,1,0,2018-06-08,Madagascar,Lesotho,1.0
1207.7777872106394,1480.5485924738343,-272.7708052631949,0.6,0.4,0.19999999999999996,0,1,0,2018-06-08,Taiwan,Kenya,1.0
1632.3948291407391,1553.1934565856614,79.2013725550778,0.5,0.5,0.0,1,0,1,2018-06-08,Poland,Chile,0.2
1617.9402858006101,1444.759875107772,173.18041069283822,0.6,0.8,-0.20000000000000007,1,0,2,2018-06-08,South Africa,Botswana,1.0
1726.275011156095,1832.0512579340543,-105.77624677795939,0.8,0.3,0.5,1,0,2,2018-06-08,Switzerland,Japan,0.2
1754.5020818727105,1732.2901327441032,22.21194912860733,0.5,0.7,-0.19999999999999996,1,0,2,2018-06-08,Croatia,Senegal,0.2
1820.4198017110193,1695.370853443624,125.04894826739542,0.3,0.4,-0.10000000000000003,1,0,2,2018-06-08,Germany,Saudi Arabia,0.2
1293.0375913246503,1813.55961870471,-520.5220273800596,0.3,0.6,-0.3,0,1,0,2018-06-08,Lithuania,Iran,0.2
1565.4669083577953,1549.4438959860086,16.023012371786763,0.8,0.9,-0.09999999999999998,0,1,1,2018-06-09,Northern Cyprus,Kárpátalja,1.0
1567.5069962130908,1488.868829620331,78.63816659275972,0.8,0.6,0.20000000000000007,0,1,1,2018-06-09,Padania,Székely Land,1.0
1496.2536492082315,1522.729854401026,-26.476205192794396,0.5,0.6,-0.09999999999999998,0,1,1,2018-06-09,Panjab,Cascadia,1.0
1470.927539885322,1494.2115151015776,-23.283975216255612,0.4,0.5,-0.09999999999999998,1,0,0,2018-06-09,Barawa,Western Armenia,1.0
1493.708176945845,1535.2347279574078,-41.52655101156279,0.4,0.7,-0.29999999999999993,0,1,0,2018-06-09,Kabylia,Abkhazia,1.0
1434.8947978234235,1496.1912229560467,-61.2964251326232,0.2,0.5,-0.3,0,1,1,2018-06-09,Tibet,United Koreans in Japan,1.0
1497.814565294349,1488.8232594622102,8.991305832138778,0.375,0.2,0.175,0,1,2,2018-06-09,Matabeleland,Tamil Eelam,1.0
1700.4266421744287,1907.6233422646173,-207.19670009018864,0.7,0.7,0.0,0,1,0,2018-06-09,Tunisia,Spain,0.2
1872.6083669183606,1726.770331005133,145.8380359132277,0.7,0.6,0.09999999999999998,1,0,1,2018-06-09,France,United States,0.2
1322.1864659276807,1315.34491708068,6.841548847000695,0.4,0.4,0.0,1,0,0,2018-06-09,Latvia,Azerbaijan,0.2
1533.9239310240828,1438.1181540529274,95.80577697115541,0.5,0.4,0.09999999999999998,0,1,0,2018-06-09,Zambia,Zimbabwe,1.0
1626.7206281369752,1509.167886538873,117.5527415981021,0.5,0.2,0.3,0,1,2,2018-06-09,Serbia,Bolivia,0.2
1703.0394372841888,1769.232493352473,-66.19305606828425,0.6,0.7,-0.09999999999999998,1,0,2,2018-06-09,Denmark,Mexico,0.2
1505.6834024247478,1389.0580273498324,116.62537507491538,0.7,0.6,0.09999999999999998,1,0,2,2018-06-09,Finland,Belarus,0.2
1614.7700940898812,1788.8559227870373,-174.0858286971561,0.3,0.6,-0.3,1,0,0,2018-06-09,Hungary,Australia,0.2
1321.8503002554328,1777.4889238735948,-455.638623618162,0.4,0.9,-0.5,1,0,0,2018-06-09,Estonia,Morocco,0.2
1622.424158283821,1568.3234641661015,54.10069411771951,0.4,1.0,-0.6,1,0,1,2018-06-09,Sweden,Peru,0.2
1639.8856925254083,1789.9964720463977,-150.11077952098935,1.0,0.9,0.09999999999999998,1,0,0,2018-06-10,Austria,Brazil,0.2
1407.1382361497206,1483.9923644394626,-76.854128289742,0.5,0.6,-0.09999999999999998,1,0,2,2018-06-10,India,Kenya,1.0
1785.763237539874,1730.4178210867215,55.34541645315244,0.3,0.5,-0.2,0,1,0,2018-06-11,South Korea,Senegal,0.2
1769.4498048364296,1695.7651688876224,73.68463594880723,0.8,0.4,0.4,1,0,2,2018-06-11,Belgium,Costa Rica,0.2
1829.4605013061405,1628.91702185309,200.5434794530504,0.1,0.4,-0.30000000000000004,0,1,2,2018-06-12,Japan,Paraguay,0.2
1631.9466460123715,1292.8472299998516,339.0994160125199,0.4,0.3,0.10000000000000003,1,0,2,2018-06-12,Poland,Lithuania,0.2
1673.7096807318133,1694.0611402324837,-20.351459500670444,0.2,0.4,-0.2,1,0,2,2018-06-14,Russia,Saudi Arabia,4.0
1708.7195600358136,1713.051358605248,-4.331798569434341,0.2,0.7,-0.49999999999999994,0,1,0,2018-06-15,Egypt,Uruguay,4.0
1777.759648576245,1813.7499800295086,-35.99033145326371,0.9,0.6,0.30000000000000004,0,1,0,2018-06-15,Morocco,Iran,4.0
1804.3544142844776,1908.554433481499,-104.20001919702145,0.6,0.7,-0.09999999999999998,0,1,1,2018-06-15,Portugal,Spain,4.0
1756.3743935300922,1681.8645750872756,74.5098184428166,0.5,0.3,0.2,0,1,2,2018-06-16,Croatia,Nigeria,4.0
1568.6323999062106,1705.4159308755343,-136.7835309693237,0.9,0.6,0.30000000000000004,0,1,0,2018-06-16,Peru,Denmark,4.0
1840.3885558114052,1485.7719249114261,354.6166308999791,0.6,0.3,0.3,0,1,1,2018-06-16,Argentina,Iceland,4.0
1871.8149178662438,1789.9300231318657,81.88489473437812,0.7,0.7,0.0,0,1,2,2018-06-16,France,Australia,4.0
1694.1830847096883,1628.0686317866985,66.11445292298981,0.4,0.5,-0.09999999999999998,0,1,0,2018-06-17,Costa Rica,Serbia,4.0
1821.7295149221595,1766.8559997611276,54.873515161031946,0.4,0.5,-0.09999999999999998,0,1,0,2018-06-17,Germany,Mexico,4.0
1791.1823999180726,1728.8657677840088,62.316632134063866,0.9,0.8,0.09999999999999998,0,1,1,2018-06-17,Brazil,Switzerland,4.0
1622.115222543712,1783.4473114642935,-161.33208892058155,0.4,0.3,0.10000000000000003,0,1,2,2018-06-18,Sweden,South Korea,4.0
1771.0318890143637,1688.6918033464171,82.3400856679466,0.9,0.3,0.6000000000000001,0,1,2,2018-06-18,Belgium,Panama,4.0
1699.495550957547,1843.5195376645688,-144.02398670702178,0.6,0.8,-0.20000000000000007,0,1,0,2018-06-18,Tunisia,England,4.0
1632.4439820541436,1732.7337471623018,-100.28976510815824,0.5,0.5,0.0,0,1,0,2018-06-19,Poland,Senegal,4.0
1716.0500529671438,1669.2182509363404,46.831802030803374,0.3,0.2,0.09999999999999998,1,0,2,2018-06-19,Russia,Egypt,4.0
1714.3438209035571,1830.419231242458,-116.07541033890084,0.6,0.3,0.3,0,1,0,2018-06-19,Colombia,Japan,4.0
1816.003688764467,1741.8884310913302,74.11525767313674,0.5,0.7,-0.19999999999999996,0,1,2,2018-06-20,Portugal,Morocco,4.0
1752.5526677047212,1651.7207679971532,100.83189970756803,0.8,0.2,0.6000000000000001,0,1,2,2018-06-20,Uruguay,Saudi Arabia,4.0
1849.6211975144233,1896.9051590015097,-47.283961487086344,0.8,0.7,0.10000000000000009,0,1,0,2018-06-20,Iran,Spain,4.0
1730.4342918650682,1759.186610130882,-28.752318265813756,0.8,0.5,0.30000000000000004,0,1,1,2018-06-21,Denmark,Australia,4.0
1902.5583308672276,1543.6140389166767,358.9442919505509,0.9,0.7,0.20000000000000007,0,1,2,2018-06-21,France,Peru,4.0
1809.5830052109413,1787.9252678209934,21.657737389947897,0.5,0.6,-0.09999999999999998,0,1,0,2018-06-21,Argentina,Croatia,4.0
1784.0838908809449,1646.6619420893346,137.42194879161025,0.9,0.2,0.7,0,1,2,2018-06-22,Brazil,Costa Rica,4.0
1650.3137007963744,1516.57747551189,133.73622528448436,0.1,0.2,-0.1,0,1,2,2018-06-22,Nigeria,Iceland,4.0
1675.5897744070521,1735.9642768211365,-60.37450241408442,0.6,0.8,-0.20000000000000007,0,1,0,2018-06-22,Serbia,Switzerland,4.0
1775.463978739369,1679.4601751202529,96.00380361911607,0.3,0.4,-0.10000000000000003,0,1,2,2018-06-23,Germany,Sweden,4.0
1726.1023588877526,1813.1215359439182,-87.01917705616552,0.3,0.5,-0.2,0,1,0,2018-06-23,South Korea,Mexico,4.0
1801.7257177585218,1675.188189188403,126.53752857011887,0.9,0.4,0.5,0,1,2,2018-06-23,Belgium,Tunisia,4.0
1867.826899433713,1657.997974602259,209.82892483145383,0.9,0.3,0.6000000000000001,0,1,2,2018-06-24,England,Panama,4.0
1857.5315227182862,1761.4978118127863,96.0337109054999,0.4,0.6,-0.19999999999999996,0,1,1,2018-06-24,Japan,Senegal,4.0
1603.6799174036591,1687.231529427729,-83.55161202406975,0.5,0.6,-0.09999999999999998,0,1,0,2018-06-24,Poland,Colombia,4.0
1750.6907610744265,1781.2592668678578,-30.568505793431314,0.5,1.0,-0.5,1,0,0,2018-06-25,Russia,Uruguay,4.0
1623.0141688340166,1634.5775428290576,-11.563373995041047,0.0,0.2,-0.2,0,1,2,2018-06-25,Saudi Arabia,Egypt,4.0
1931.4947537535613,1710.294147682728,221.20060607083337,0.8,0.5,0.30000000000000004,0,1,1,2018-06-25,Spain,Morocco,4.0
1815.0316027623717,1847.5979721730691,-32.56636941069746,0.6,0.7,-0.09999999999999998,0,1,1,2018-06-25,Iran,Portugal,4.0
1755.8839132550577,1534.6203801577808,221.26353309727688,0.6,0.5,0.09999999999999998,0,1,0,2018-06-26,Australia,Peru,4.0
1733.7369887408925,1911.5519896261235,-177.81500088523103,0.7,0.9,-0.20000000000000007,0,1,1,2018-06-26,Denmark,France,4.0
1675.6346668004678,1767.092790683111,-91.45812388264312,0.3,0.5,-0.2,0,1,0,2018-06-26,Nigeria,Argentina,4.0
1491.2565095077966,1830.4154823488238,-339.1589728410272,0.2,0.8,-0.6000000000000001,0,1,0,2018-06-26,Iceland,Croatia,4.0
1642.4715164336992,1809.039105561275,-166.56758912757573,0.6,0.9,-0.30000000000000004,0,1,0,2018-06-27,Serbia,Brazil,4.0
1769.0825347944894,1621.7067274090045,147.3758073854849,0.8,0.2,0.6000000000000001,0,1,1,2018-06-27,Switzerland,Costa Rica,4.0
1695.9164495120378,1804.684105830757,-108.76765631871922,0.1,0.4,-0.30000000000000004,0,1,2,2018-06-27,South Korea,Germany,4.0
1843.307445319633,1650.2400480288647,193.0673972907682,0.7,0.4,0.29999999999999993,0,1,0,2018-06-27,Mexico,Sweden,4.0
1639.591756664812,1649.1446649134762,-9.552908248664153,0.3,0.2,0.09999999999999998,0,1,0,2018-06-28,Panama,Tunisia,4.0
1886.23311737116,1827.7692420334486,58.46387533771144,0.9,0.9,0.0,0,1,0,2018-06-28,England,Belgium,4.0
1846.7484567550066,1573.117913414478,273.6305433405287,0.5,0.5,0.0,0,1,0,2018-06-28,Japan,Poland,4.0
1772.2808777760658,1717.7935334169101,54.48734435915571,0.6,0.6,0.0,0,1,0,2018-06-28,Senegal,Colombia,4.0
1817.7489906493636,1843.8595724274926,-26.110581778129017,1.0,0.7,0.30000000000000004,0,1,2,2018-06-30,Uruguay,Portugal,4.0
1892.6983569599765,1796.799938453139,95.89841850683752,0.8,0.5,0.30000000000000004,0,1,2,2018-06-30,France,Argentina,4.0
1714.2010372929208,1908.9897316434942,-194.78869435057345,0.5,0.7,-0.19999999999999996,1,0,1,2018-07-01,Russia,Spain,4.0
1840.3592174597259,1752.5906214070394,87.76859605268646,0.8,0.7,0.10000000000000009,0,1,1,2018-07-01,Croatia,Denmark,4.0
1831.2079441543665,1783.116462939712,48.09148121465455,0.9,0.6,0.30000000000000004,0,1,2,2018-07-02,Brazil,Mexico,4.0
1874.4373258601154,1780.467201256951,93.97012460316432,1.0,0.5,0.5,0,1,2,2018-07-02,Belgium,Japan,4.0
1710.4310304087858,1753.0646385038656,-42.63360809507981,0.6,0.7,-0.09999999999999998,0,1,2,2018-07-03,Sweden,Switzerland,4.0
1764.015693350533,1839.5650335444932,-75.54934019396023,0.6,0.8,-0.20000000000000007,0,1,1,2018-07-03,Colombia,England,4.0
1480.6689137630128,1531.544635505692,-50.87572174267916,0.3,0.6,-0.3,1,0,2,2018-07-05,Malaysia,Fiji,0.2
1860.7494358879526,1921.9297366848218,-61.18030079686923,1.0,0.8,0.19999999999999996,0,1,0,2018-07-06,Uruguay,France,4.0
1865.7062995084636,1903.874924520949,-38.168625012485336,0.9,1.0,-0.09999999999999998,0,1,0,2018-07-06,Brazil,Belgium,4.0
1755.3149173086479,1831.0016408012198,-75.6867234925719,0.7,0.7,0.0,0,1,0,2018-07-07,Sweden,England,4.0
1734.539328114361,1830.4640836642732,-95.9247555499121,0.6,0.9,-0.30000000000000004,1,0,1,2018-07-07,Russia,Croatia,4.0
1954.958005685684,1939.4981923376135,15.459813348070384,0.9,1.0,-0.09999999999999998,0,1,2,2018-07-10,France,Belgium,4.0
1819.6926510445055,1862.423157421598,-42.730506377092524,0.8,0.7,0.10000000000000009,0,1,2,2018-07-11,Croatia,England,4.0
1901.2768953506506,1817.5282813771823,83.74861397346831,0.8,0.5,0.30000000000000004,0,1,2,2018-07-14,Belgium,England,4.0
1993.1793026726468,1864.5875270889212,128.59177558372562,0.9,0.8,0.09999999999999998,0,1,2,2018-07-15,France,Croatia,4.0
1445.4440542065538,1478.2188702238295,-32.774816017275725,0.3,0.5,-0.2,1,0,1,2018-07-22,Liberia,Sierra Leone,0.2
1498.5256272724962,1262.306997414639,236.2186298578572,0.5,0.0,0.5,1,0,0,2018-07-27,Saint Barthélemy,Anguilla,0.2
1495.342729082618,1285.3990448353347,209.94368424728327,0.4,0.1,0.30000000000000004,1,0,0,2018-07-28,Saint Barthélemy,British Virgin Islands,0.2
1386.921717446676,1354.6955046797611,32.22621276691484,0.3,0.6,-0.3,1,0,2,2018-08-04,Belize,Barbados,0.2
1540.4459505922234,1694.2000146866148,-153.75406409439142,0.4,0.5,-0.09999999999999998,1,0,0,2018-08-04,Palestine,Iraq,0.2
1604.1307541554,1471.0601181740299,133.07063598137006,0.5,0.3,0.2,1,0,2,2018-08-15,Guatemala,Cuba,0.2
1137.4611551944465,1639.1715331529042,-501.7103779584577,0.3,0.4,-0.10000000000000003,0,1,1,2018-08-18,Andorra,United Arab Emirates,0.2
1420.5365920508343,1588.8748759470952,-168.33828389626092,0.3,0.6,-0.3,1,0,0,2018-08-18,Grenada,Jamaica,0.2
1605.4001202391323,1469.7907520902975,135.60936814883485,0.5,0.1,0.4,1,0,2,2018-08-18,Guatemala,Cuba,0.2
1352.8804834945415,1589.9751690521703,-237.09468555762874,0.6,0.8,-0.20000000000000007,1,0,1,2018-08-20,Barbados,Jamaica,0.2
1463.7539449064575,1265.4898956045172,198.2640493019403,0.3,0.2,0.09999999999999998,1,0,1,2018-08-22,Sint Maarten,Anguilla,0.2
1266.5215682814528,1444.4620798350181,-177.94051155356533,0.3,0.2,0.09999999999999998,1,0,0,2018-08-25,Anguilla,Saint Martin,0.2
